Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR
EMP0001919,Robin Bauer,Sales,Account Manager,11/05/2016,"Jennifertown, Chile",5,9,Active,Remote,661346
EMP0001920,Nathaniel Rivera,IT,Data Analyst,02/03/2019,"North Yvetteberg, Cocos (Keeling) Islands",4,6,Retired,Remote,796527
EMP0001923,Ivan Carlson,IT,IT Manager,24/07/2025,"Lake Gregoryfurt, El Salvador",1,0,Active,On-site,2804509
EMP0001925,Michelle Zimmerman,HR,HR Manager,23/03/2024,"Richmondburgh, Greece",1,1,Active,On-site,802687
EMP0001926,Jacob Singh,Operations,Operations Executive,22/07/2018,"West Abigail, Mongolia",3,7,Resigned,On-site,1027487
EMP0001927,Jeffrey Hansen,Marketing,SEO Specialist,09/04/2021,"East Alisonton, Grenada",5,4,Active,Remote,946546
EMP0001928,Rodney Mejia,Marketing,SEO Specialist,23/12/2014,"Briannashire, Saint Lucia",1,10,Active,On-site,415411
EMP0001931,Judy Dominguez,Operations,Operations Executive,20/01/2022,"Port Johnnyside, Ethiopia",5,3,Active,Remote,451828
EMP0001932,Larry Hernandez,IT,Software Engineer,10/08/2023,"South Jennifertown, Norfolk Island",4,2,Resigned,On-site,1146424
EMP0001933,Debbie Green,Marketing,SEO Specialist,16/07/2022,"Port Veronica, Suriname",2,3,Active,On-site,858870
EMP0001935,Michelle Thompson,IT,Software Engineer,22/04/2019,"West Davidshire, Ireland",4,6,Active,Remote,1475914
EMP0001936,Colleen Flores,IT,DevOps Engineer,24/10/2013,"Allenborough, Belize",2,11,Active,Remote,438330
EMP0001939,Jason Ford,IT,DevOps Engineer,18/10/2015,"South Kevinchester, Cuba",2,9,Resigned,Remote,796504
EMP0001940,Felicia Meyer,HR,HR Executive,01/08/2017,"Lake Emilyport, Slovenia",3,8,Active,On-site,732190
EMP0001942,Nicholas Martin,R&D,Lab Technician,18/04/2016,"West Fredview, Hong Kong",5,9,Resigned,On-site,818904
EMP0001943,Allen Kent,Operations,Operations Executive,28/09/2014,"Ronaldchester, Papua New Guinea",1,10,Active,Remote,559227
EMP0001944,Eric Thomas,Operations,Operations Executive,06/08/2025,"Archerview, Tajikistan",3,0,Resigned,On-site,944248
EMP0001945,William Stokes,IT,Software Engineer,28/10/2014,"South Juliaburgh, Greece",2,10,Active,On-site,904896
EMP0001946,Daniel Briggs,Sales,Account Manager,30/06/2016,"Crawfordbury, Czech Republic",1,9,Active,Remote,1151433
EMP0001949,Alicia Nolan,Marketing,Marketing Executive,17/08/2020,"Robertshire, Romania",2,4,Active,On-site,654605
EMP0001950,Jason Perry,Operations,Operations Executive,03/01/2024,"West Daniel, Honduras",3,1,Active,On-site,885855
EMP0001952,Jeffery Hanson,Marketing,SEO Specialist,29/06/2018,"Lewisbury, Mali",4,7,Active,On-site,958473
EMP0001953,Kevin Pope,Operations,Operations Executive,20/07/2019,"Aliciatown, Tuvalu",5,6,Active,On-site,575468
EMP0001955,Erik Weiss,Operations,Operations Director,26/08/2021,"West Danielmouth, Mexico",5,3,Active,On-site,993293
EMP0001956,Dustin Duncan,Finance,Financial Analyst,25/06/2016,"Reevesfort, Qatar",5,9,Active,Remote,803594
EMP0001957,Jessica Brown MD,Sales,Business Development Manager,14/03/2025,"West Caroline, Tuvalu",2,0,Active,On-site,1631852
EMP0001959,Casey Warren,Finance,Accountant,23/10/2011,"New Francesmouth, San Marino",2,13,Active,On-site,844463
EMP0001960,Peggy Maddox,Marketing,SEO Specialist,23/03/2016,"Stephanieburgh, Sierra Leone",2,9,Active,On-site,693347
EMP0001963,Shawn Rios,IT,IT Manager,15/09/2022,"Ruthland, New Zealand",3,2,Resigned,On-site,1895173
EMP0001964,Stephanie Travis,R&D,Research Scientist,04/01/2017,"New Anne, Malaysia",5,8,Active,On-site,1000758
EMP0001966,Kevin Bowen,R&D,Lab Technician,09/01/2017,"New Daniellebury, Cyprus",5,8,Active,On-site,606475
EMP0001970,Jamie Nichols,HR,HR Executive,16/01/2023,"Lake Vernon, Canada",1,2,Active,On-site,631003
EMP0001971,Kaitlyn Webb,Operations,Operations Executive,30/08/2020,"Amberview, Cocos (Keeling) Islands",5,4,Resigned,Remote,913597
EMP0001973,John Parker,IT,Software Engineer,26/09/2017,"North Keithville, Ireland",5,7,Active,Remote,1453971
EMP0001974,Lisa Hernandez,Finance,Financial Analyst,02/06/2024,"Andrewhaven, Congo",1,1,Resigned,On-site,1107909
EMP0001976,Stephanie Peterson,Sales,Business Development Manager,25/03/2022,"Gailland, Guadeloupe",5,3,Resigned,Remote,1482321
EMP0001977,Jennifer Mcfarland,IT,Software Engineer,02/08/2019,"North Brent, Bhutan",5,6,Active,Remote,627271
EMP0001978,Michael Wheeler,Sales,Account Manager,02/03/2020,"Olsonfurt, France",3,5,Active,Remote,984676
EMP0001980,Melissa Chapman,IT,DevOps Engineer,01/07/2023,"North Justin, Korea",5,2,Resigned,On-site,977277
EMP0001983,Charles Parker,Operations,Operations Executive,28/02/2024,"North Darrellview, Uganda",2,1,Active,On-site,1044528
EMP0001984,John Dyer,Operations,Logistics Coordinator,02/03/2024,"Alvarezburgh, Andorra",3,1,Active,Remote,411450
EMP0001985,Angela Wright,IT,Data Analyst,23/10/2022,"Phillipsberg, Sudan",3,2,Active,On-site,897861
EMP0001986,Taylor Harris,IT,Data Analyst,04/10/2015,"Greenshire, Nicaragua",3,9,Resigned,On-site,997807
EMP0001987,Gregory Carter,Marketing,SEO Specialist,27/12/2022,"Hannahstad, Ghana",1,2,Terminated,Remote,834735
EMP0001988,Aaron Stevens,Operations,Operations Director,21/05/2011,"Dennisville, Tonga",3,14,Active,Remote,1114907
EMP0001991,Kyle Bird,Finance,Finance Manager,02/08/2023,"Jessicafurt, Australia",5,2,Active,Remote,2296730
EMP0001992,Cassandra Henderson,Finance,Financial Analyst,14/09/2017,"West Johnton, Somalia",3,7,Active,On-site,643358
EMP0001993,Nathan Shepard,HR,HR Director,12/11/2017,"West Charles, Singapore",2,7,Active,On-site,960263
EMP0001994,Paul Diaz,Sales,Sales Executive,21/01/2011,"South Scottstad, Belgium",4,14,Active,Remote,482793
EMP0001995,Nicholas Bowers,Sales,Sales Director,09/08/2017,"New Matthew, Cote d'Ivoire",1,8,Active,On-site,670161
EMP0001997,Madison Gibson,Marketing,Marketing Executive,12/11/2024,"Brittneyview, Jersey",1,0,Active,On-site,759674
EMP0001998,Haley Wall,Operations,Operations Executive,03/03/2018,"New Zachary, Chile",2,7,Active,On-site,957147
EMP0001999,Kelsey Pierce,Sales,Sales Director,24/08/2018,"Brittanyfort, Iran",3,6,Active,On-site,617059
EMP0002000,Craig Nash,IT,Software Engineer,10/06/2012,"Margaretville, Guinea",1,13,Active,Remote,1638770
EMP0002002,Seth Mann,Sales,Account Manager,27/03/2019,"Gilbertchester, Estonia",4,6,Active,On-site,730252
EMP0002003,Lisa Gibson,Operations,Operations Executive,13/03/2023,"Rebeccaborough, Jamaica",1,2,Active,Remote,959738
EMP0002004,Mary Green,IT,IT Manager,16/02/2022,"Collierton, Croatia",2,3,Active,Remote,1909611
EMP0002005,Dennis Ali,Sales,Account Manager,04/11/2013,"Normanshire, Zambia",4,11,Active,On-site,912149
EMP0002006,Alexa Spence DVM,HR,Talent Acquisition Specialist,06/01/2022,"Floydfurt, Niger",1,3,Retired,Remote,980117
EMP0002009,Jill Francis,IT,IT Manager,24/04/2022,"Suarezfort, Czech Republic",2,3,Resigned,On-site,2310087
EMP0002010,Cynthia White,Finance,Accountant,11/09/2019,"Port Tonytown, Morocco",4,5,Active,On-site,746071
EMP0002012,Juan Davis MD,Sales,Sales Executive,15/11/2019,"Nicholebury, Niger",5,5,Resigned,On-site,509872
EMP0002014,Brian Austin,Operations,Logistics Coordinator,01/10/2019,"Ronaldport, Liberia",3,5,Terminated,Remote,618588
EMP0002015,Valerie Merritt,Operations,Operations Executive,02/03/2022,"South Michaelview, Guadeloupe",5,3,Resigned,On-site,492796
EMP0002018,Christine Lucero,Finance,Accountant,07/08/2023,"Stantonland, Turkey",3,2,Active,On-site,837502
EMP0002022,Joseph Martin,Finance,Finance Manager,09/01/2019,"Ericaville, Philippines",3,6,Resigned,On-site,1894080
EMP0002024,Brandon Daniel,Sales,Account Manager,26/04/2012,"North Martinhaven, Saint Martin",4,13,Terminated,On-site,1060683
EMP0002025,Steven Harrison,Marketing,SEO Specialist,27/12/2020,"Duranside, Netherlands",2,4,Resigned,On-site,863916
EMP0002026,Joshua Duncan,Sales,Account Manager,19/04/2018,"West Monica, Sao Tome and Principe",4,7,Active,On-site,1037154
EMP0002027,Michael Cabrera,Operations,Supply Chain Manager,04/07/2023,"West Austinberg, New Zealand",5,2,Active,On-site,1002108
EMP0002030,Thomas Rhodes,Operations,Operations Director,17/11/2012,"East Katrinashire, Wallis and Futuna",3,12,Active,On-site,903892
EMP0002031,Matthew Wallace,IT,DevOps Engineer,14/12/2020,"Williamsmouth, Cayman Islands",1,4,Active,Remote,1076632
EMP0002032,Leslie Brown,IT,Data Analyst,14/04/2023,"Herrerashire, Nauru",1,2,Active,On-site,585420
EMP0002034,Ethan Gonzalez,Marketing,Marketing Executive,23/08/2013,"Wilsonton, Israel",2,11,Active,Remote,1089670
EMP0002036,Jessica Mccarthy DDS,Operations,Logistics Coordinator,11/03/2025,"New Christinaborough, Bosnia and Herzegovina",5,0,Active,Remote,460568
EMP0002037,Hector King,R&D,Lab Technician,18/04/2018,"Jacksonshire, Nicaragua",1,7,Active,On-site,403776
EMP0002038,Nicole Kent,R&D,Lab Technician,30/10/2018,"Padillafort, Thailand",2,6,Active,On-site,777853
EMP0002040,Michelle Oconnell,Operations,Operations Executive,16/10/2014,"Calvintown, Israel",1,10,Active,On-site,890098
EMP0002041,Natalie Cortez,R&D,Lab Technician,04/05/2021,"South Nathan, Sri Lanka",3,4,Active,Remote,619238
EMP0002042,Dale Obrien,IT,Software Engineer,05/10/2020,"North Anthonyhaven, Antigua and Barbuda",5,4,Active,On-site,1229280
EMP0002043,Jamie Cox,Marketing,SEO Specialist,02/10/2024,"Anthonyfort, Turkey",3,0,Active,On-site,975402
EMP0002046,Austin Ramirez,IT,Data Analyst,08/06/2011,"Lake Christopher, Cuba",2,14,Active,Remote,561719
EMP0002048,Robert Sanchez,Sales,Business Development Manager,18/07/2016,"Sherryburgh, Falkland Islands (Malvinas)",2,9,Active,On-site,924624
EMP0002049,Ryan Watson,Sales,Sales Executive,20/06/2021,"New Teresashire, Belize",1,4,Active,Remote,563331
EMP0002050,Kylie Smith,Sales,Sales Executive,02/04/2024,"Carrollhaven, Martinique",5,1,Active,On-site,594276
EMP0002051,Aaron Lyons,IT,Data Analyst,24/10/2017,"Richardland, China",1,7,Active,Remote,1044210
EMP0002052,James Price,IT,Software Engineer,20/07/2023,"Hortonfurt, Swaziland",4,2,Resigned,On-site,1178004
EMP0002054,Jessica Dawson,Operations,Logistics Coordinator,22/07/2016,"New Eric, Ireland",5,9,Resigned,On-site,586857
EMP0002055,Christine Young,Marketing,SEO Specialist,28/10/2016,"Woodardfurt, Ireland",5,8,Active,Remote,602718
EMP0002056,Kaitlyn Rogers,Sales,Account Manager,13/05/2022,"Hubertown, India",4,3,Resigned,Remote,520740
EMP0002057,Benjamin Jimenez,HR,HR Executive,30/03/2024,"South Cynthiachester, Seychelles",5,1,Resigned,On-site,793237
EMP0002059,Tracey Smith,IT,Software Engineer,26/04/2019,"Brandonmouth, Hungary",1,6,Active,Remote,1327618
EMP0002061,Kimberly Owens,IT,Software Engineer,13/11/2015,"Shaneview, Iceland",5,9,Active,On-site,1212731
EMP0002062,Valerie Jackson,IT,DevOps Engineer,10/11/2022,"Robertland, Myanmar",2,2,Active,On-site,1129646
EMP0002063,Heather Wood,IT,Software Engineer,14/07/2024,"Gutierrezborough, French Polynesia",5,1,Active,Remote,636599
EMP0002064,Christina Porter,IT,Software Engineer,20/12/2014,"East Lisa, Mauritania",1,10,Active,Remote,1228126
EMP0002065,Robert Bowers,R&D,Research Scientist,13/08/2020,"Lake Makayla, Macao",4,5,Active,Remote,936271
EMP0002066,Amanda Camacho,IT,Software Engineer,26/04/2024,"West Jamesville, Sao Tome and Principe",2,1,Resigned,On-site,603474
EMP0002068,Javier Lee,IT,IT Manager,25/12/2016,"Gonzalezberg, Rwanda",1,8,Active,On-site,2966883
EMP0002069,Justin Freeman,IT,DevOps Engineer,08/11/2010,"Wagnermouth, Ethiopia",4,14,Active,On-site,1167575
EMP0002072,Sharon Powell,HR,HR Executive,13/01/2017,"Woodhaven, United States Minor Outlying Islands",2,8,Active,Remote,659391
EMP0002075,Patrick Pierce,Sales,Sales Executive,21/02/2013,"East Ronaldtown, Saint Barthelemy",4,12,Resigned,On-site,428784
EMP0002076,Eileen Love,Sales,Sales Executive,14/01/2012,"Patriciafurt, Faroe Islands",4,13,Active,On-site,473850
EMP0002077,Cynthia Hernandez,Marketing,Marketing Executive,14/09/2010,"Ortizberg, Trinidad and Tobago",1,14,Active,On-site,791647
EMP0002079,Jackie Fitzgerald,Finance,Financial Analyst,20/11/2016,"Martinezberg, Denmark",5,8,Active,On-site,1301738
EMP0002080,Misty Wells,IT,Software Engineer,24/05/2020,"East Rhondamouth, Burundi",1,5,Active,Remote,944223
EMP0002081,Patrick Wilson,IT,Software Engineer,27/01/2017,"New Tara, Seychelles",3,8,Active,Remote,887164
EMP0002082,Sarah Johnson,Operations,Supply Chain Manager,02/06/2022,"South Patrick, Thailand",4,3,Active,Remote,464650
EMP0002083,Aaron Hernandez,IT,IT Manager,19/01/2012,"Elizabethmouth, New Zealand",5,13,Active,Remote,2611506
EMP0002085,Lisa Lowery,Operations,Supply Chain Manager,06/06/2019,"Kevinfurt, Kiribati",2,6,Resigned,On-site,485741
EMP0002087,Brenda Valentine,IT,CTO,18/06/2020,"North Jesseview, Saint Barthelemy",1,5,Resigned,On-site,613547
EMP0002088,James David,Sales,Account Manager,27/11/2017,"West Adamstad, Lebanon",3,7,Active,On-site,799348
EMP0002089,Tiffany King,Operations,Operations Executive,30/01/2020,"Kaylastad, Bouvet Island (Bouvetoya)",5,5,Active,Remote,935922
EMP0002093,Christopher Anderson,IT,DevOps Engineer,16/09/2019,"South Stevenberg, Singapore",2,5,Resigned,On-site,719781
EMP0002094,Peter Garza,Sales,Sales Director,28/08/2010,"Hardinville, Togo",3,14,Active,On-site,796700
EMP0002096,Amber Williams,Sales,Sales Executive,25/10/2016,"Karihaven, Bangladesh",5,8,Active,On-site,580199
EMP0002098,Cody Morales,HR,Talent Acquisition Specialist,31/03/2018,"Jefferyfort, Romania",1,7,Retired,On-site,924985
EMP0002104,Andrew Carpenter,Operations,Operations Executive,30/07/2025,"Sonyaland, Cyprus",5,0,Active,On-site,834679
EMP0002105,Colin Conner,Finance,Financial Analyst,30/01/2015,"Stevensonhaven, Maldives",4,10,Active,On-site,725066
EMP0002107,Austin Anderson,Finance,Accountant,18/03/2021,"North Sarah, Saint Kitts and Nevis",1,4,Active,On-site,505826
EMP0002109,John Smith,IT,Software Engineer,01/09/2020,"Sosastad, Samoa",2,4,Active,Remote,1050822
EMP0002110,Michael Sweeney,Operations,Operations Director,21/04/2023,"West Regina, United Kingdom",2,2,Resigned,On-site,752199
EMP0002111,Jack Luna,IT,IT Manager,04/01/2025,"Dawnville, Venezuela",4,0,Active,Remote,1731330
EMP0002112,Andrea Gray,Operations,Supply Chain Manager,22/07/2023,"Williamsshire, Saint Martin",3,2,Resigned,On-site,434929
EMP0002113,Shelley Kramer,Sales,Business Development Manager,17/03/2012,"Stewartview, Bangladesh",3,13,Active,On-site,1013943
EMP0002115,Mary Waters,Marketing,Content Strategist,21/04/2022,"North Jasmineville, Pitcairn Islands",1,3,Resigned,Remote,879348
EMP0002116,Valerie Lopez PhD,Sales,Account Manager,15/01/2021,"North Christopherhaven, Paraguay",2,4,Active,On-site,833969
EMP0002118,Bryan Braun,Operations,Operations Executive,15/04/2017,"East David, Western Sahara",2,8,Resigned,Remote,1119066
EMP0002120,Philip Obrien,Finance,Accountant,21/12/2018,"Lake Derekstad, Liberia",5,6,Active,On-site,589550
EMP0002121,Zachary Sawyer,HR,HR Executive,15/12/2017,"Bauerhaven, Tuvalu",3,7,Active,Remote,730826
EMP0002122,Samantha Patterson,Sales,Sales Executive,20/05/2015,"Livingstonburgh, Turks and Caicos Islands",4,10,Active,Remote,852811
EMP0002124,Robin Carlson,IT,Software Engineer,12/06/2016,"Jaimefort, France",5,9,Active,On-site,1694289
EMP0002125,Carmen Brown,IT,Software Engineer,18/04/2022,"Smithfurt, Myanmar",5,3,Active,Remote,1611347
EMP0002127,Ian Young,IT,CTO,30/09/2018,"South Jennifer, Saint Helena",4,6,Active,On-site,961443
EMP0002128,Ashley Hodges,HR,Talent Acquisition Specialist,04/02/2024,"Port Alexburgh, Saint Barthelemy",4,1,Active,Remote,712661
EMP0002131,Lisa Whitaker,IT,Data Analyst,09/02/2021,"East Jacobhaven, El Salvador",3,4,Terminated,On-site,1109595
EMP0002132,Christine Berger,IT,Software Engineer,18/11/2024,"East Lori, Saint Martin",1,0,Terminated,Remote,1767232
EMP0002134,Nancy Mcguire,Operations,Operations Executive,27/04/2023,"East Jeffshire, Kiribati",1,2,Resigned,On-site,558393
EMP0002135,Shane Briggs,IT,DevOps Engineer,03/07/2022,"East Kevin, Germany",1,3,Active,On-site,550377
EMP0002136,Laura Alvarez,Operations,Operations Executive,15/03/2018,"East David, Belize",1,7,Active,On-site,938799
EMP0002138,Christopher Clark,R&D,Research Scientist,18/07/2017,"Halltown, Reunion",3,8,Active,On-site,807956
EMP0002139,Erin Nelson,Operations,Logistics Coordinator,28/02/2015,"New Sandra, Madagascar",3,10,Retired,On-site,642223
EMP0002140,Seth Howard,IT,Data Analyst,21/11/2021,"Rodneymouth, Germany",3,3,Resigned,On-site,890238
EMP0002142,Natasha Everett,Sales,Business Development Manager,27/06/2017,"Danielborough, Oman",4,8,Active,Remote,1039167
EMP0002143,Cole Quinn,Operations,Operations Executive,01/09/2015,"Kevinborough, Congo",5,9,Terminated,Remote,542238
EMP0002144,Lisa Davis,R&D,Product Developer,03/07/2021,"Danielletown, Saint Pierre and Miquelon",1,4,Resigned,On-site,872826
EMP0002145,Jessica Elliott,Sales,Business Development Manager,05/06/2018,"West Christina, Ukraine",1,7,Active,Remote,1669733
EMP0002146,Steven Johnson,IT,DevOps Engineer,30/12/2022,"Goodwinshire, Cameroon",1,2,Active,On-site,486118
EMP0002147,Katelyn Tanner,HR,HR Executive,14/09/2011,"Andrewsfort, Zimbabwe",4,13,Active,On-site,368578
EMP0002148,Rebecca Wood,IT,DevOps Engineer,28/07/2025,"Lake Joanneton, Mayotte",3,0,Active,On-site,439737
EMP0002149,Julia Martin,HR,HR Manager,13/07/2021,"Seanmouth, Malawi",4,4,Active,On-site,1107967
EMP0002150,Jeffrey David,IT,DevOps Engineer,01/06/2017,"Jamesmouth, Samoa",3,8,Active,On-site,1100844
EMP0002152,William Brooks,Operations,Operations Executive,11/08/2022,"Figueroaton, Moldova",3,3,Resigned,Remote,1015722
EMP0002154,Tristan Edwards,IT,DevOps Engineer,28/06/2023,"North Benjamin, Lebanon",3,2,Active,Remote,1037493
EMP0002155,Brittany Ayala,HR,Talent Acquisition Specialist,24/01/2019,"Meganport, Mexico",3,6,Active,On-site,939356
EMP0002157,Amber Conner,Finance,Accountant,28/08/2016,"Lake Andrewberg, Cote d'Ivoire",5,8,Active,On-site,498463
EMP0002159,Erin Rangel,R&D,Research Scientist,27/03/2018,"East Daniel, Kiribati",1,7,Terminated,Remote,427215
EMP0002161,Mrs. Teresa Marshall,R&D,Product Developer,14/04/2018,"Garrettville, Gabon",2,7,Active,On-site,749438
EMP0002162,Emily West,Operations,Supply Chain Manager,10/03/2024,"South Alexandratown, Philippines",2,1,Active,Remote,878846
EMP0002164,Erika Santana,Finance,Financial Analyst,28/09/2020,"East Nancy, Kuwait",4,4,Active,Remote,1336236
EMP0002166,Joshua Wood,IT,IT Manager,07/01/2023,"New Joshua, Azerbaijan",3,2,Active,On-site,1334692
EMP0002167,John Paul,Sales,Business Development Manager,02/08/2024,"Bakerhaven, Nauru",3,1,Resigned,On-site,1725433
EMP0002168,Luke Cook,Operations,Operations Executive,31/08/2024,"Murphytown, Solomon Islands",2,0,Retired,On-site,495136
EMP0002169,Curtis Guzman,IT,DevOps Engineer,23/07/2020,"Wrightchester, Romania",2,5,Active,On-site,600676
EMP0002170,Laura Boyle,Finance,Financial Analyst,28/01/2017,"Kellyview, Yemen",5,8,Active,On-site,1190295
EMP0002171,Stephanie Morrison,HR,HR Executive,01/12/2019,"Smithfurt, Albania",1,5,Retired,On-site,465634
EMP0002173,Jasmine Melton,Operations,Logistics Coordinator,24/08/2024,"South Jessica, Indonesia",5,0,Active,On-site,573710
EMP0002174,Robin Sanchez,Operations,Logistics Coordinator,06/05/2024,"New Eric, Cayman Islands",4,1,Resigned,On-site,602337
EMP0002175,Bryan Scott,Operations,Operations Executive,03/11/2022,"Herreraton, Fiji",2,2,Active,On-site,733998
EMP0002177,Kimberly Williams,Sales,Sales Executive,28/04/2020,"New Jennifershire, Guinea",5,5,Active,Remote,672840
EMP0002178,Jennifer Martin,Marketing,Content Strategist,29/01/2018,"East Stephaniefort, Niue",2,7,Terminated,On-site,487659
EMP0002180,Amy Patton,Operations,Logistics Coordinator,05/11/2015,"New Barryland, Martinique",2,9,Active,Remote,506703
EMP0002181,Suzanne Reyes,Sales,Sales Executive,29/10/2024,"South Erica, Kyrgyz Republic",4,0,Active,On-site,545967
EMP0002182,Robert Hickman,IT,Software Engineer,22/12/2022,"Rosariochester, Congo",4,2,Active,On-site,761467
EMP0002183,Samantha Johnson,Finance,Financial Analyst,24/08/2022,"Catherineport, French Guiana",3,2,Active,On-site,770726
EMP0002184,Kelly Bruce,Sales,Sales Executive,18/04/2023,"Angelabury, Guam",4,2,Active,On-site,674584
EMP0002185,Sean Sandoval,IT,Software Engineer,01/06/2023,"Connieland, Cuba",5,2,Active,On-site,1332133
EMP0002186,Mrs. Gina Reeves,IT,IT Manager,06/12/2020,"Port Jill, Korea",1,4,Active,On-site,1839453
EMP0002188,Dr. Taylor Adams,Marketing,SEO Specialist,19/08/2021,"Annaberg, Fiji",3,3,Active,Remote,843700
EMP0002189,Joshua Chavez,Sales,Sales Executive,26/09/2024,"South Carla, Angola",4,0,Active,On-site,618767
EMP0002190,Willie Franklin,Marketing,SEO Specialist,18/09/2018,"New Evanborough, Andorra",1,6,Active,On-site,541181
EMP0002191,Brenda Flores,Finance,Accountant,11/03/2017,"Davidshire, Monaco",1,8,Terminated,On-site,557888
EMP0002194,Lauren Norris,IT,Software Engineer,04/07/2017,"Catherinestad, Bulgaria",3,8,Active,On-site,849789
EMP0002195,Richard Gonzales,IT,Data Analyst,24/01/2021,"Wardview, Malta",2,4,Active,On-site,1146234
EMP0002196,Kathryn Parker,IT,IT Manager,27/10/2023,"Lake Kellie, Niger",3,1,Resigned,Remote,1411561
EMP0002197,Brenda Bell,HR,Talent Acquisition Specialist,01/08/2021,"Lake Kevin, Israel",4,4,Active,On-site,637844
EMP0002199,Frank Morgan,Sales,Sales Executive,29/08/2019,"South Michael, Guyana",5,5,Active,On-site,640182
EMP0002202,Patrick Sims,IT,DevOps Engineer,08/02/2016,"East Nathan, Georgia",3,9,Active,On-site,838389
EMP0002203,John Williams,Operations,Logistics Coordinator,12/08/2018,"Harrisland, Mauritania",2,7,Active,Remote,510107
EMP0002205,Joseph Page,Marketing,Marketing Executive,09/02/2018,"Austinberg, Greece",3,7,Active,On-site,508996
EMP0002206,Dustin Bond,Sales,Sales Executive,29/04/2016,"Lake Brianside, Kuwait",5,9,Active,Remote,646864
EMP0002207,Lisa Taylor,Marketing,Marketing Executive,13/09/2017,"South Suzannetown, Netherlands Antilles",3,7,Active,Remote,519584
EMP0002208,April Torres,IT,Software Engineer,10/07/2017,"South Elizabeth, Philippines",4,8,Retired,On-site,1247787
EMP0002209,Jason Young,Operations,Operations Director,04/01/2023,"Samanthaton, Uganda",3,2,Active,On-site,817877
EMP0002210,Kelly Green,Sales,Account Manager,14/02/2022,"Hayleymouth, Belize",4,3,Active,On-site,618218
EMP0002212,Catherine Freeman,Operations,Operations Executive,24/02/2018,"New Johnfort, Saint Helena",3,7,Active,On-site,604778
EMP0002215,Lauren Becker,IT,Software Engineer,19/06/2025,"Lake Blakemouth, Fiji",1,0,Active,On-site,993404
EMP0002219,Amanda Alexander,IT,Software Engineer,03/04/2020,"Philipside, Canada",1,5,Active,On-site,1052527
EMP0002220,Thomas Luna,Sales,Account Manager,13/10/2023,"West Scotthaven, Antigua and Barbuda",4,1,Resigned,Remote,1191731
EMP0002226,Douglas Scott,IT,Software Engineer,14/06/2023,"Collinsburgh, Cape Verde",4,2,Active,Remote,730431
EMP0002228,Anthony Fleming,Marketing,Content Strategist,19/08/2012,"North Davidfurt, Nepal",3,12,Active,On-site,976880
EMP0002229,Phyllis Graham,Operations,Operations Director,09/10/2017,"Port Bill, Ecuador",4,7,Resigned,Remote,883473
EMP0002230,Robert Olsen,Finance,Financial Analyst,26/09/2018,"Elizabethberg, Cambodia",3,6,Active,On-site,835694
EMP0002232,Alison Hernandez,IT,Software Engineer,21/03/2019,"Sergiochester, Lao People's Democratic Republic",3,6,Terminated,On-site,1254004
EMP0002233,Rebecca Hughes,Operations,Logistics Coordinator,24/10/2022,"East Shannon, Turkmenistan",5,2,Active,On-site,416666
EMP0002234,Tammy Cole,IT,IT Manager,27/08/2023,"North Justinmouth, Mali",2,1,Active,On-site,1482775
EMP0002235,Dawn Osborne,IT,Software Engineer,18/09/2015,"Youngberg, Libyan Arab Jamahiriya",1,9,Terminated,On-site,750963
EMP0002239,Rodney Payne,Finance,CFO,26/06/2023,"West Larryhaven, Somalia",1,2,Active,On-site,1135552
EMP0002240,Marie Johnson,IT,Data Analyst,10/02/2017,"Port Brandonview, Denmark",2,8,Terminated,Remote,403114
EMP0002241,Lindsey Brooks,Sales,Sales Executive,21/10/2019,"Port Kyle, Sudan",1,5,Active,On-site,501269
EMP0002242,Melissa Hunt,Marketing,Marketing Executive,14/05/2024,"Campbellchester, Pakistan",3,1,Active,Remote,418041
EMP0002243,Alexis Murray,IT,Software Engineer,04/06/2023,"Murraychester, Isle of Man",5,2,Active,Remote,1220567
EMP0002245,Debra Little,Finance,Accountant,27/05/2023,"Davidmouth, Serbia",2,2,Terminated,On-site,736311
EMP0002247,Jerry Morales,IT,Software Engineer,24/02/2021,"New Thomasfurt, Venezuela",2,4,Active,On-site,1760650
EMP0002251,Gina Miller,R&D,Innovation Manager,07/01/2022,"North Taylor, Mongolia",1,3,Active,On-site,707486
EMP0002252,Rodney Smith,Sales,Account Manager,14/04/2025,"North Wendyberg, Nicaragua",1,0,Retired,Remote,1084160
EMP0002255,Tina Lewis,HR,HR Executive,02/01/2025,"North Gregory, Dominican Republic",2,0,Active,On-site,472832
EMP0002257,Anthony Jackson,Operations,Operations Executive,21/01/2021,"West Carol, Congo",4,4,Active,Remote,895860
EMP0002258,Sheila Gibson,HR,HR Executive,06/10/2015,"Suzanneview, Bolivia",4,9,Resigned,On-site,793498
EMP0002260,Megan Sanchez,IT,Data Analyst,17/01/2022,"Port Megan, Mali",1,3,Active,On-site,1143888
EMP0002262,Ronnie Munoz,IT,Software Engineer,08/05/2023,"New Jordanport, United Kingdom",1,2,Active,On-site,1637154
EMP0002263,Albert Strickland,IT,Data Analyst,25/08/2017,"Jessicastad, Brazil",5,7,Active,Remote,1088512
EMP0002265,Nicole Woods,Operations,Operations Executive,08/03/2018,"Harrishaven, Cocos (Keeling) Islands",1,7,Active,On-site,580628
